composer,filename,filepath,pitch_range,average_pitch,pitch_class_entropy,leap_ratio,melodic_contour,interval_histogram_unique_count,key_stability,modulation_frequency,chord_vocabulary_size,dissonance_ratio,tonal_gravity,note_density,duration_variance,syncopation_index,rest_ratio,rhythmic_entropy,piece_length,repetition_ratio,dynamic_range,voice_count,texture_density
bach,bwv10.7.mid,data/midi/bach/bwv10.7.mid,34,61.91509433962264,0.8187898892730459,0.933649289099526,0.3592233009708738,25,0.9073918003017912,2.2727272727272725,18,0.1260273972602739,0.44117647058823534,2.409090909090909,0.9118013527945888,0.3160377358490566,0.0681818181818181,0.6954797847724287,22,0.997089495693829,0,4,3.779411764705882
bach,maestro_Prelude_and_Fugue_in_B_Minor__WTC_II__BWV_893.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_B_Minor__WTC_II__BWV_893.mid,46,61.8815331010453,0.8973458454316332,0.7236268526591108,0.4812382739212008,36,0.9606098142136726,2.03125,133,0.3369193154034229,0.35000000000000003,2.226604170033942,0.257945797729661,0.8475609756097561,1.4795539033457217,0.607213460804805,128,0.9834822764481008,84,1,2.401301518438178
bach,bwv103.6.mid,data/midi/bach/bwv103.6.mid,31,62.00615384615384,0.8353491692148537,0.9351851851851852,0.3428571428571428,26,0.93329537741127,0.625,18,0.1228070175438596,0.17857142857142855,5.078125,0.0910792899408284,0.6338461538461538,0.0,0.5960990997155877,16,0.9997608131126422,0,4,3.866071428571429
bach,maestro_Prelude_and_Fugue_in_A_Major__WTC_II__BWV_888.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_A_Major__WTC_II__BWV_888.mid,45,65.03972602739726,0.8845785280850946,0.720164609053498,0.5,34,0.9334740501959348,2.2988505747126435,133,0.2755524861878453,0.325,2.0244973422694708,0.6848532661954504,0.8479452054794521,1.342269470764966,0.6455180675031001,87,0.9925651050187736,86,1,2.863636363636364
bach,maestro_Italian_Concerto__BWV_971.mid,data/midi/bach/maestro_Italian_Concerto__BWV_971.mid,51,65.2962169878658,0.884819890537018,0.6561942163513032,0.4842840512223516,48,0.9376598821922818,2.0708446866485013,157,0.3061620224073542,0.1,1.8702859049949936,0.4341122756104951,0.8479657387580299,1.3853598843030357,0.4699929050240832,367,0.9913790039925114,93,1,2.535086060147532
bach,bwv112.5-sc.mid,data/midi/bach/bwv112.5-sc.mid,31,63.17365269461078,0.8077796986940264,0.838,0.3724604966139955,28,0.9066511005763832,0.7142857142857142,17,0.1286624203821656,1.442307692307692,8.946428571428571,0.079086338301441,0.6367265469061876,0.1339285714285714,0.6127919461870536,14,0.9990371786513204,0,7,4.375
bach,bwv125.6.mid,data/midi/bach/bwv125.6.mid,36,61.16289592760181,0.8690550872369459,0.9409090909090908,0.3130841121495327,25,0.885151629301311,1.6666666666666663,21,0.126865671641791,0.14084507042253522,4.604166666666667,0.1886632132839213,0.6153846153846154,0.0,0.6102280223658364,12,0.9961527256008522,0,4,3.887323943661972
bach,bwv101.7.mid,data/midi/bach/bwv101.7.mid,36,60.56730769230769,0.8649788685092707,0.9420289855072465,0.2955665024630542,28,0.9480213999717448,1.6666666666666663,13,0.0896358543417367,0.8064516129032258,4.333333333333333,0.034948224852071,0.5432692307692307,0.0,0.4251322589319616,12,0.9998344675091384,0,4,3.9193548387096775
bach,maestro_Prelude_and_Fugue_in_A-flat_Major__WTC_I__BWV_862.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_A-flat_Major__WTC_I__BWV_862.mid,48,61.99620853080569,0.8620233568097925,0.7571157495256167,0.4842209072978303,38,0.9269018777924836,1.9047619047619049,153,0.2691344778254649,0.0,2.495564754583087,0.4072185285845131,0.7611374407582938,1.6187660161640052,0.6490007845807526,105,0.9911136556944676,82,1,3.020242914979757
bach,maestro_Prelude_and_Fugue_in_F-sharp_Major__WTC_I___BWV_858.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_F-sharp_Major__WTC_I___BWV_858.mid,46,64.29498269896193,0.8624361156996864,0.8562770562770563,0.4959202175883953,39,0.9297796787253284,2.280701754385965,121,0.2384924312635156,0.3,2.522181818181818,0.3611574234823178,0.7915224913494809,1.3207272727272712,0.6324027667476743,114,0.992347677599576,67,1,2.3837872070930968
bach,maestro_Italian_Concerto_in_F_Major__BWV_971__Complete_.mid,data/midi/bach/maestro_Italian_Concerto_in_F_Major__BWV_971__Complete_.mid,51,65.30976548827441,0.8789852680099353,0.6302521008403361,0.4897406116918312,46,0.9333572707535662,1.806615776081425,145,0.2844550546322651,0.075,1.77710968277006,0.4450875793118789,0.8645432271613581,1.1666493883475035,0.4545387467940936,393,0.9896373244537446,103,1,2.323962776269872
bach,bwv153.9.mid,data/midi/bach/bwv153.9.mid,34,63.36363636363637,0.811724791622658,0.9647887323943662,0.2571428571428571,29,0.905628319105926,1.25,10,0.0683760683760683,1.75,2.9791666666666665,0.4525160154530784,0.2727272727272727,0.0,0.4844264460525269,16,0.9998796600192824,0,4,3.95
bach,maestro_Prelude_and_Fugue_in_B-Moll__No__22_WTKII.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_B-Moll__No__22_WTKII.mid,47,62.58062645011601,0.9270636059351276,0.7562391178177598,0.5038992201559688,39,0.9617989358415237,1.7535545023696684,183,0.3004211969830542,0.25,1.9800918836140888,0.5594502399551334,0.798723897911833,1.6066232771822364,0.6065400769204078,211,0.9901466341175365,91,1,2.963302752293578
bach,bwv127.5.mid,data/midi/bach/bwv127.5.mid,34,61.7603305785124,0.8818465664346233,0.925311203319502,0.3319148936170212,25,0.91578120471306,2.5,17,0.1589403973509933,1.1392405063291138,5.041666666666667,0.063716617717369,0.6033057851239669,0.0,0.6772440415740172,12,0.9998498462578136,0,4,3.911392405063291
bach,bwv144.6.mid,data/midi/bach/bwv144.6.mid,34,62.13872832369943,0.8693589419010185,0.9188405797101448,0.3125,29,0.936836501858804,2.5,21,0.154434250764526,0.17094017094017094,4.325,0.2681972334525043,0.5838150289017341,0.0,0.4844215491982255,20,0.9971019155696926,0,4,3.8632478632478633
bach,maestro_Prelude_and_Fugue_in_B_Major__WTC_I__BWV_868.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_B_Major__WTC_I__BWV_868.mid,46,63.1674550614948,0.8691280102629898,0.7102272727272727,0.5043478260869565,40,0.9070217560179272,2.3157894736842106,139,0.3033753558357056,0.125,2.698723404255319,0.5194072921772835,0.7956480605487228,1.5844680851063833,0.6268482623375164,95,0.9917977519241395,80,1,2.9242636746143056
bach,bwv14.5.mid,data/midi/bach/bwv14.5.mid,31,60.89032258064516,0.852226321243414,0.906148867313916,0.3355704697986577,28,0.9125964492882144,1.4285714285714284,19,0.1437908496732026,0.2777777777777778,5.535714285714286,0.0718288241415192,0.6709677419354839,0.0,0.5028319677637851,14,0.999915207013927,0,4,3.888888888888889
bach,bwv122.6.mid,data/midi/bach/bwv122.6.mid,41,62.28846153846154,0.8474396141292452,0.9290322580645162,0.2828947368421052,27,0.8650933365243679,1.875,11,0.0982456140350877,1.6326530612244896,3.25,0.4627712031558184,0.3012820512820512,0.0,0.6351744341850989,16,0.999147903206658,0,4,3.938775510204082
bach,bwv11.6.mid,data/midi/bach/bwv11.6.mid,36,58.01675977653631,0.8350628693175273,0.8683473389355743,0.3872832369942196,25,0.9575012088202456,1.0,26,0.1648351648351648,0.8163265306122448,3.977777777777778,0.412678287194532,0.4245810055865922,0.0,0.7378336044392123,30,0.9983408379696148,0,4,3.857142857142857
bach,maestro_Chromatic_Fantasy_and_Fugue_in_D_Minor__BWV_903.mid,data/midi/bach/maestro_Chromatic_Fantasy_and_Fugue_in_D_Minor__BWV_903.mid,60,64.24956521739131,0.9609935674706837,0.7185732927359721,0.5167048054919908,40,0.8639583141995318,2.601880877742947,160,0.2850309682958238,0.4,1.7318190374599989,1.3006856162045788,0.8143478260869565,1.371650875321574,0.5461191032559307,319,0.9881761789029012,109,1,2.8036697247706424
bach,bwv104.6.mid,data/midi/bach/bwv104.6.mid,32,61.634408602150536,0.8056303466802766,0.9064748201438848,0.3210332103321033,27,0.9716142806488184,1.4285714285714284,21,0.1135135135135135,1.2244897959183674,4.982142857142857,0.1063000218393905,0.6164874551971327,0.0,0.5242113260785594,14,0.9999461426098908,0,4,3.887755102040817
bach,bwv120.8-a.mid,data/midi/bach/bwv120.8-a.mid,41,67.07321772639692,0.7219913575881747,0.9362934362934364,0.2985971943887776,33,0.8723338285874142,0.0,22,0.1073697585768742,1.8018018018018016,6.178571428571429,0.2267328974870155,0.348747591522158,1.6666666666666667,0.5657571430381024,28,0.9926704908815456,0,8,5.657657657657658
bach,bwv113.8.mid,data/midi/bach/bwv113.8.mid,36,62.75601374570447,0.853499202055899,0.9586206896551724,0.3229166666666667,29,0.9647101535618005,0.0,20,0.127062706270627,0.0,4.85,0.1531335246395295,0.6288659793814433,0.0,0.5464631360426849,15,0.999333051038553,0,4,3.980392156862745
bach,bwv139.6.mid,data/midi/bach/bwv139.6.mid,36,60.74778761061947,0.8086660940733834,0.9511111111111112,0.3076923076923077,24,0.9497319105068426,1.6666666666666663,18,0.1309523809523809,0.2777777777777778,4.708333333333333,0.0724998042133291,0.5973451327433629,0.0,0.5392251562389277,12,0.9988997954535151,0,4,3.9444444444444446
bach,maestro_French_Suite_No__5_in_G_Major.mid,data/midi/bach/maestro_French_Suite_No__5_in_G_Major.mid,46,63.167436803479205,0.8421759480109716,0.8039695486677542,0.491928632115548,44,0.9162159348239636,2.020618556701031,143,0.2489074161231762,0.22499999999999998,1.8668019789420272,0.5898754224518254,0.8157107909758087,1.2912596727134344,0.5335383735681398,485,0.9914094061756448,86,1,2.471645491168268
bach,bwv120.6.mid,data/midi/bach/bwv120.6.mid,31,60.57679180887372,0.8427519093394913,0.910958904109589,0.3085106382978723,25,0.9293467864146892,1.875,18,0.1149425287356321,1.3978494623655913,4.578125,0.0471933278197765,0.5631399317406144,0.0,0.8153100451758339,16,0.9998390098037536,0,4,3.870967741935484
bach,maestro_Prelude_and_Fugue_in_A_Minor__WTC_II__BWV_889.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_A_Minor__WTC_II__BWV_889.mid,46,60.980555555555554,0.9518822739664308,0.7924003707136237,0.4909437559580553,38,0.9077642930522438,2.975206611570248,110,0.3555811277330264,0.325,2.197727658131253,0.2505699814719554,0.7861111111111111,1.1714431066644058,0.6381502310121074,121,0.993500491752014,97,1,2.169857936998147
bach,bwv13.6.mid,data/midi/bach/bwv13.6.mid,34,62.0,0.8081145448062577,0.9365853658536586,0.3,27,0.9300339308145268,1.6666666666666663,15,0.1226666666666666,1.2307692307692308,4.291666666666667,0.1774201149967009,0.587378640776699,0.0,0.5911998326756029,12,0.9930651911730664,0,4,3.923076923076923
bach,maestro_Prelude_and_Fugue_in_B_Major__WTC_II__BWV_892.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_B_Major__WTC_II__BWV_892.mid,44,62.99941520467837,0.90561484729663,0.719133996489175,0.4960293219303604,37,0.9014052858767384,2.8735632183908044,176,0.3180711610486891,0.15,2.4414039262343845,0.5909799430214046,0.7742690058479532,1.644973230220107,0.6774533360239348,174,0.9920715149042916,86,1,3.064191802010828
bach,maestro_Prelude_and_Fugue_in_A_Minor__WTC_I__BWV_865.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_A_Minor__WTC_I__BWV_865.mid,48,63.56810035842294,0.9136206177667296,0.7497757847533633,0.5079513564078578,38,0.9362751532244192,2.0754716981132075,146,0.2865182911230494,0.35000000000000003,1.6752564423317489,0.9366027996082472,0.8154121863799283,1.559544658493871,0.5058186407904439,159,0.985741878721762,77,1,2.8403628117913837
bach,bwv124.6.mid,data/midi/bach/bwv124.6.mid,38,59.2060606060606,0.8081673704946725,0.7386018237082067,0.3073929961089494,29,0.9300814093955062,2.307692307692308,20,0.1564625850340136,0.0,6.346153846153846,0.2224288337924701,0.6121212121212121,0.0,0.6755282182384043,13,0.9997445662874628,0,5,4.122222222222222
bach,maestro_Prelude_and_Fugue_in_C-sharp_Minor__WTC_I.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_C-sharp_Minor__WTC_I.mid,47,62.62931596091205,0.8983251444114343,0.7372881355932204,0.4734364492266308,40,0.94693378764666,2.1604938271604937,180,0.2748169243287225,0.125,2.1814306016106118,0.8833922493725249,0.8214983713355049,1.5015395547134076,0.6389873368573912,162,0.9922578548836104,86,1,3.2863720073664826
bach,maestro_Duet_in_G__BWV_804.mid,data/midi/bach/maestro_Duet_in_G__BWV_804.mid,46,62.382198952879584,0.8660567267980802,0.6614173228346457,0.5280898876404494,36,0.915068912769445,2.8571428571428568,86,0.3470355731225296,0.275,1.5158730158730158,0.070441729180182,0.819371727748691,0.982804232804233,0.290312454110591,63,0.9934347583586458,76,1,2.026018099547511
bach,maestro_English_Suite_in_A_Minor__BWV_807.mid,data/midi/bach/maestro_English_Suite_in_A_Minor__BWV_807.mid,48,63.78840206185567,0.904237420143587,0.737045630317092,0.4690241228070175,41,0.9646198672603172,1.885369532428356,163,0.2840526657613509,0.375,1.4343365885216104,0.6038516235747985,0.8242268041237113,1.1608391608391642,0.4897990475599402,663,0.9868230935337766,93,1,2.326658624849216
bach,maestro_Prelude_and_Fugue_in_A_Major__WTC_I__BWV_864.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_A_Major__WTC_I__BWV_864.mid,46,63.968430034129696,0.8742858399496483,0.7480785653287788,0.4768153980752406,37,0.8961343749219233,2.547169811320755,131,0.2448215622660344,0.3,2.7641509433962264,0.1877925032453623,0.7986348122866894,1.4388757861635222,0.5847112176854473,106,0.9821505106155232,58,1,2.566625155666252
bach,maestro_English_Suite_No__2_in_A_Minor__BWV_807__I__Prelude.mid,data/midi/bach/maestro_English_Suite_No__2_in_A_Minor__BWV_807__I__Prelude.mid,46,63.66605166051661,0.8876619223073346,0.6666666666666666,0.4192893401015228,35,0.962115171686092,1.5384615384615383,105,0.2866863905325443,0.325,1.8951048951048952,0.0887229287133738,0.8422509225092251,1.177593240093239,0.2728505223455751,143,0.9865373933381666,83,1,2.0158119658119658
bach,bwv102.7.mid,data/midi/bach/bwv102.7.mid,32,59.66228070175438,0.8646244557284277,0.9118942731277532,0.3179723502304147,25,0.9588668669336748,1.6666666666666663,20,0.1068702290076335,1.3888888888888888,4.75,0.0540166204986149,0.5789473684210527,0.0,0.8997437586982626,12,0.9993060050866174,0,4,3.8194444444444446
bach,bwv145.5.mid,data/midi/bach/bwv145.5.mid,33,62.55681818181818,0.8547210192622784,0.9428571428571428,0.3254437869822485,23,0.9247469749697302,2.7777777777777777,16,0.1080246913580246,0.8771929824561403,3.259259259259259,0.3773243801652892,0.2897727272727273,0.0,0.7639289156968235,18,0.9995516925073588,0,4,3.8947368421052633
bach,bwv126.6.mid,data/midi/bach/bwv126.6.mid,39,61.935222672064775,0.8449143311093165,0.9087221095334684,0.3229813664596273,31,0.9350222178191012,1.1111111111111112,23,0.1309523809523809,0.7428571428571429,4.574074074074074,0.2243060450097526,0.631578947368421,0.037037037037037,0.6262507715799732,27,0.995429907111694,0,4,3.92
bach,maestro_Prelude_and_Fugue_in_C-sharp_Minor__Book_I__BWV_849.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_C-sharp_Minor__Book_I__BWV_849.mid,47,62.81672508763145,0.902144998452672,0.7660320641282565,0.4724935732647815,38,0.9606174627998896,2.06140350877193,200,0.2925128993303326,0.17500000000000002,1.9169666426685863,1.533228029464215,0.6990485728592889,1.681145508359328,0.7055184829756002,228,0.9941530639278036,84,1,4.038996138996139
bach,maestro_Duet_in_E_Minor__BWV_802.mid,data/midi/bach/maestro_Duet_in_E_Minor__BWV_802.mid,48,62.39377289377289,0.9694067206723244,0.6587155963302752,0.5162523900573613,36,0.9198213270888208,3.1818181818181817,78,0.35625,0.275,2.0681818181818183,0.0816241971805158,0.8278388278388278,1.154040404040403,0.402107648341209,66,0.9734893679309304,79,1,1.7067833698030634
bach,bwv119.9.mid,data/midi/bach/bwv119.9.mid,35,62.25490196078432,0.830827260201231,0.9014778325123152,0.3163265306122449,24,0.8991495801108826,2.727272727272727,19,0.129287598944591,0.29850746268656714,2.3181818181818183,0.4144079200307574,0.2352941176470588,0.2954545454545454,0.6836121067605708,22,0.9947315648416508,0,4,3.880597014925373
bach,bwv128.5.mid,data/midi/bach/bwv128.5.mid,38,66.24804177545693,0.8008241770422893,0.9240837696335078,0.372972972972973,31,0.947932599178383,1.25,15,0.1381443298969072,1.263157894736842,5.984375,0.4895493186264819,0.6031331592689295,0.0,0.6296965793632258,16,0.9997510017181956,0,6,5.0
bach,maestro_Prelude_and_Fugue_in_C-Sharp_Minor__WTC_I__BWV_849.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_C-Sharp_Minor__WTC_I__BWV_849.mid,48,62.77284105131415,0.9037938048230028,0.7269881026925485,0.4696774193548387,40,0.9501606603808748,2.0,185,0.2693959608882391,0.1,2.2104899135446687,1.0578188844950989,0.7102628285356696,1.625244956772331,0.6759909686153643,165,0.9911645722467164,95,1,3.4146993318485523
bach,bwv133.6.mid,data/midi/bach/bwv133.6.mid,31,61.36099585062241,0.8211195120887659,0.9375,0.3173913043478261,25,0.9012488051664604,1.25,17,0.1390728476821192,0.759493670886076,3.765625,0.3494301062309533,0.5933609958506224,0.1875,0.6236301185740228,16,0.9992625419286096,0,4,3.911392405063291
bach,maestro_Prelude___Fugue.mid,data/midi/bach/maestro_Prelude___Fugue.mid,77,61.369016536118366,0.975025966034024,0.7822299651567944,0.5144724556489262,56,0.7113699777722884,2.8193832599118944,233,0.3549424333575355,0.1,1.2568824065633546,0.544702294490679,0.8233246301131418,1.3286235186873308,0.6200744030152924,227,0.9889418645837552,106,1,2.7881895332390383
bach,maestro_Partita_No__4_in_D_Major__BWV_828.mid,data/midi/bach/maestro_Partita_No__4_in_D_Major__BWV_828.mid,51,65.29522263450835,0.896130710866096,0.7341684064022269,0.4896584896584897,45,0.925952766410144,2.5824175824175826,160,0.3027563154145433,0.15,1.89358120471346,0.8015758085258896,0.8232838589981447,1.258215618824561,0.5461792923802901,546,0.9884659431704632,91,1,2.548852183650616
bach,maestro_Prelude___Fugue_in_B_flat_minor__Book_I__BWV_867.mid,data/midi/bach/maestro_Prelude___Fugue_in_B_flat_minor__Book_I__BWV_867.mid,46,64.84210526315789,0.895948256922104,0.8051470588235294,0.4777636594663278,37,0.9259782525043428,2.098765432098765,150,0.2419433993129396,0.35000000000000003,1.161198626080777,2.045643677690236,0.7050183598531212,1.3642070354139504,0.722938384254552,162,0.9934233328469332,93,1,3.251896813353566
bach,bwv145-a.mid,data/midi/bach/bwv145-a.mid,35,60.22857142857143,0.8387044381876354,0.9186602870813396,0.3076923076923077,24,0.9629802965879783,0.8333333333333333,16,0.1515151515151515,1.153846153846154,4.375,0.1712244897959184,0.5714285714285714,0.0,0.6873797467734707,12,0.9977207234287364,0,4,3.9743589743589753
bach,bwv154.3.mid,data/midi/bach/bwv154.3.mid,33,63.58759124087591,0.7835503140462468,0.934065934065934,0.3051470588235294,28,0.938273721979694,1.875,19,0.1275045537340619,0.8695652173913043,4.28125,0.1161223293729021,0.5328467153284672,0.0,0.696879762935237,16,0.9990873145982564,0,4,3.989130434782609
bach,bwv149.7.mid,data/midi/bach/bwv149.7.mid,39,61.36363636363637,0.8415176758207612,0.9435336976320584,0.3345724907063197,34,0.8950631710018021,1.1111111111111112,23,0.1324894514767932,0.8064516129032258,5.092592592592593,0.156895867768595,0.6163636363636363,3.907407407407408,0.5289901408068416,27,0.9998948142643134,0,8,4.048387096774194
bach,maestro_Partita_in_C_Minor__BWV_826.mid,data/midi/bach/maestro_Partita_in_C_Minor__BWV_826.mid,53,64.92748600373234,0.9131691978559664,0.7290666666666666,0.4927048260381593,43,0.9600579915595182,1.8342151675485008,177,0.3040245254712673,0.625,1.644754631490481,0.2896558528239542,0.8736336976806185,1.1989987941681568,0.5214610770050119,567,0.990360993451164,90,1,2.2990818255468537
bach,maestro_Prelude_and_Fugue_in_C-Sharp_Major__WTC_I__BWV_848.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_C-Sharp_Major__WTC_I__BWV_848.mid,46,62.92598684210526,0.855141537441223,0.7182866556836903,0.4752136752136752,34,0.951394896113731,2.4761904761904763,121,0.2313093762907889,0.625,1.4476190476190476,0.1360784538271391,0.8421052631578947,1.0888888888888897,0.433516471568167,105,0.9848142146391056,61,1,2.149966375252186
bach,bwv115.6.mid,data/midi/bach/bwv115.6.mid,36,60.67901234567901,0.8053821633915911,0.9173553719008264,0.3122362869198312,28,0.9162995071742116,0.7142857142857142,15,0.1151515151515151,1.3793103448275863,4.339285714285714,0.2593185320665888,0.5432098765432098,0.0,0.7552399539522283,14,0.9996382501589118,0,4,3.896551724137931
bach,bwv117.4.mid,data/midi/bach/bwv117.4.mid,41,61.89198606271777,0.8424212227895914,0.951048951048951,0.3356890459363957,31,0.9097788563265856,1.4285714285714284,17,0.1008547008547008,1.3131313131313131,5.125,0.0724589954958783,0.627177700348432,0.0,0.4712321723699613,14,0.9999997788484528,0,4,3.9696969696969697
bach,maestro_Prelude_and_Fugue_in_D_Major__Book_II.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_D_Major__Book_II.mid,45,60.90654205607477,0.8751040138519569,0.8559401309635173,0.4761904761904761,39,0.9207648831355486,2.4203821656050954,148,0.2956046458665452,0.4,1.6782119984315775,0.6933920963499965,0.7542056074766356,1.5380995948242069,0.6923204592679851,157,0.9885484436091928,82,1,3.107501194457716
bach,maestro_Prelude_and_Fugue_in_A_Minor__WTC_II__BWV_847.mid,data/midi/bach/maestro_Prelude_and_Fugue_in_A_Minor__WTC_II__BWV_847.mid,46,61.36373056994819,0.9516492940404296,0.8122406639004149,0.4983922829581994,37,0.9156567555796876,3.4234234234234235,109,0.3772635814889336,0.3,2.166105499438833,0.1817473101440456,0.7668393782383419,1.343247287691732,0.6428813661204902,111,0.9969556283408711,97,1,2.2962728995578017
bach,bwv111.6.mid,data/midi/bach/bwv111.6.mid,31,61.38611111111111,0.8371675148699139,0.9303621169916436,0.339031339031339,25,0.9111486260916262,3.0,16,0.1306122448979592,0.8661417322834646,4.5,0.3241126543209876,0.6138888888888889,0.0,0.5919972797912566,20,0.9989642781425724,0,4,3.9291338582677167
bach,bwv137.5.mid,data/midi/bach/bwv137.5.mid,41,65.6525,0.724240419204652,0.9273182957393484,0.3010471204188482,32,0.8694759795563245,0.0,19,0.1092375366568915,1.5584415584415585,7.407407407407407,0.27519375,0.355,0.3518518518518518,0.6129057668875957,18,0.99824125132172,0,8,6.3896103896103895
bach,maestro_Overture_in_the_French_Style_in_B_Minor__BWV_831.mid,data/midi/bach/maestro_Overture_in_the_French_Style_in_B_Minor__BWV_831.mid,48,61.373883161512026,0.8938768055919978,0.6856946354883081,0.5052790346907994,42,0.9628353071853272,1.4864864864864866,142,0.2814977230561646,0.25,1.5646563312124744,1.2288602585651511,0.8329896907216495,1.2097858231024274,0.5367111569215416,222,0.993758036414537,89,1,2.357669616519174
bach,bwv135.6.mid,data/midi/bach/bwv135.6.mid,31,59.73913043478261,0.8316324279391684,0.8945454545454545,0.3383458646616541,26,0.961234979046722,0.0,19,0.1225225225225225,0.49504950495049505,4.3125,0.3348758139046419,0.6268115942028986,0.0,0.6071676070610882,16,0.9977271219954864,0,4,3.831683168316832
